city_id,unit,year,obesity_rate,group,post_tax,post_treatment,time
14,city_14,2023,28.466618745809214,1,1,1,5
14,city_14,2024,27.6992453529994,1,1,1,6
14,city_14,2025,25.67895652748702,1,1,1,7
15,city_15,2018,32.666406935347226,1,0,0,0
15,city_15,2019,32.14496360127011,1,0,0,1
15,city_15,2020,30.782836476948493,1,0,0,2
15,city_15,2021,30.208208345072,1,0,0,3
15,city_15,2022,29.40011003438136,1,0,0,4
15,city_15,2023,27.936060653313966,1,1,1,5
15,city_15,2024,27.20092086809646,1,1,1,6
15,city_15,2025,25.956038633233806,1,1,1,7
16,city_16,2018,31.42641108673278,0,0,0,0
16,city_16,2019,30.7778573790186,0,0,0,1
16,city_16,2020,31.081911330763088,0,0,0,2
16,city_16,2021,30.84672571221193,0,0,0,3
16,city_16,2022,30.789670892013614,0,0,0,4
16,city_16,2023,30.741508959493913,0,1,1,5
16,city_16,2024,30.428996991140007,0,1,1,6
16,city_16,2025,30.51847274309494,0,1,1,7
17,city_17,2018,35.98565356109361,0,0,0,0
17,city_17,2019,35.66131080645317,0,0,0,1
17,city_17,2020,34.876395272666315,0,0,0,2
17,city_17,2021,34.90352438247072,0,0,0,3
17,city_17,2022,35.320780374189816,0,0,0,4
17,city_17,2023,34.61221760477739,0,1,1,5
17,city_17,2024,34.189787751307236,0,1,1,6
17,city_17,2025,33.69680543186837,0,1,1,7
18,city_18,2018,33.559843744431305,0,0,0,0
18,city_18,2019,32.69965197328945,0,0,0,1
18,city_18,2020,32.57622281944862,0,0,0,2
18,city_18,2021,32.4520715405505,0,0,0,3
18,city_18,2022,32.244408429968566,0,0,0,4
18,city_18,2023,31.60461084822807,0,1,1,5
18,city_18,2024,31.86401267196047,0,1,1,6
18,city_18,2025,31.40383009486782,0,1,1,7
19,city_19,2018,33.83888351068383,0,0,0,0
19,city_19,2019,33.448161044475256,0,0,0,1
19,city_19,2020,33.27831466035125,0,0,0,2
19,city_19,2021,33.476819534891405,0,0,0,3
19,city_19,2022,33.0337082831684,0,0,0,4
19,city_19,2023,32.68134850440279,0,1,1,5
19,city_19,2024,32.55853372879278,0,1,1,6
19,city_19,2025,31.80756963917523,0,1,1,7
20,city_20,2018,31.630750140438597,0,0,0,0
20,city_20,2019,31.829147454841955,0,0,0,1
20,city_20,2020,32.17336267906907,0,0,0,2
20,city_20,2021,31.304536625640683,0,0,0,3
20,city_20,2022,31.295150588180515,0,0,0,4
20,city_20,2023,30.54690401437875,0,1,1,5
20,city_20,2024,30.583048468305314,0,1,1,6
20,city_20,2025,30.831646085487485,0,1,1,7
21,city_21,2018,35.1028785942743,0,0,0,0
21,city_21,2019,34.473997597874124,0,0,0,1
21,city_21,2020,34.97633754190205,0,0,0,2
21,city_21,2021,34.089802779654406,0,0,0,3
21,city_21,2022,34.42941722259819,0,0,0,4
21,city_21,2023,34.47107493894127,0,1,1,5
21,city_21,2024,33.74369729301311,0,1,1,6
21,city_21,2025,33.85107872130304,0,1,1,7
22,city_22,2018,33.28012510024397,0,0,0,0
22,city_22,2019,33.578443211838234,0,0,0,1
22,city_22,2020,32.64182577499343,0,0,0,2
22,city_22,2021,32.53957951032101,0,0,0,3
22,city_22,2022,32.49573110090218,0,0,0,4
22,city_22,2023,32.40351673774422,0,1,1,5
22,city_22,2024,32.016055872507344,0,1,1,6
22,city_22,2025,31.22097686996676,0,1,1,7
23,city_23,2018,34.28870310422866,0,0,0,0
23,city_23,2019,34.13517867025565,0,0,0,1
23,city_23,2020,33.57487008778395,0,0,0,2
23,city_23,2021,33.23751977756131,0,0,0,3
23,city_23,2022,33.142239981253134,0,0,0,4
23,city_23,2023,33.441804008530376,0,1,1,5
23,city_23,2024,33.22835815815078,0,1,1,6
23,city_23,2025,33.56812598746209,0,1,1,7
24,city_24,2018,31.448106589717124,0,0,0,0
24,city_24,2019,31.171197516296527,0,0,0,1
24,city_24,2020,31.069920050629165,0,0,0,2
24,city_24,2021,31.061679106138396,0,0,0,3
24,city_24,2022,30.704731193722253,0,0,0,4
24,city_24,2023,29.69476520285202,0,1,1,5
24,city_24,2024,29.91737644738288,0,1,1,6
24,city_24,2025,29.76498156332618,0,1,1,7
25,city_25,2018,34.47698982752259,0,0,0,0
25,city_25,2019,33.62757627912013,0,0,0,1
25,city_25,2020,33.40221833522038,0,0,0,2
25,city_25,2021,34.282935472785056,0,0,0,3
25,city_25,2022,33.63023268456401,0,0,0,4
25,city_25,2023,32.62955271488085,0,1,1,5
25,city_25,2024,32.834545217848515,0,1,1,6
25,city_25,2025,32.46192137896241,0,1,1,7
26,city_26,2018,37.37352279373969,0,0,0,0
26,city_26,2019,37.001390914462355,0,0,0,1
26,city_26,2020,37.01270345405683,0,0,0,2
26,city_26,2021,36.83268871363254,0,0,0,3
26,city_26,2022,36.32650682159204,0,0,0,4
26,city_26,2023,36.69361188411099,0,1,1,5
26,city_26,2024,36.44101426969535,0,1,1,6
26,city_26,2025,36.15632649387908,0,1,1,7
27,city_27,2018,32.86450538004121,0,0,0,0
27,city_27,2019,32.55395047188863,0,0,0,1
27,city_27,2020,32.14012078603937,0,0,0,2
27,city_27,2021,32.34047322145998,0,0,0,3
27,city_27,2022,31.54366594476677,0,0,0,4
27,city_27,2023,31.76318863761908,0,1,1,5
27,city_27,2024,31.507055239561357,0,1,1,6
27,city_27,2025,31.444667911348436,0,1,1,7
28,city_28,2018,35.829363252054115,0,0,0,0
28,city_28,2019,36.50277135444154,0,0,0,1
28,city_28,2020,35.83371900010526,0,0,0,2
28,city_28,2021,35.39936875198929,0,0,0,3
28,city_28,2022,35.45544320058144,0,0,0,4
28,city_28,2023,35.617512644558175,0,1,1,5
28,city_28,2024,34.65861811218494,0,1,1,6
28,city_28,2025,35.04047773880993,0,1,1,7
29,city_29,2018,34.946158647995205,0,0,0,0
29,city_29,2019,35.052074392062224,0,0,0,1
29,city_29,2020,34.082656347614055,0,0,0,2
29,city_29,2021,34.041199475039676,0,0,0,3
29,city_29,2022,34.25934288864582,0,0,0,4
29,city_29,2023,33.9718667991989,0,1,1,5
29,city_29,2024,33.78194782251008,0,1,1,6
29,city_29,2025,32.8779073677277,0,1,1,7
30,city_30,2018,36.73638964618453,0,0,0,0
30,city_30,2019,35.605747192458445,0,0,0,1
30,city_30,2020,35.66197677166953,0,0,0,2
30,city_30,2021,35.758191237277124,0,0,0,3
30,city_30,2022,35.14263430275663,0,0,0,4
30,city_30,2023,35.25226539969838,0,1,1,5
30,city_30,2024,34.81255131996486,0,1,1,6
30,city_30,2025,34.916249832494664,0,1,1,7
